node,year,latitude,longitude
jacoba-van-heemskerck,1920,52.0705,4.3007
gino-severini,1920,48.8566,2.3522
luigi-russolo,1920,45.4642,9.19
vanessa-bell,1920,50.86,0.03
gustave-de-smet,1920,52.3676,4.9041
frederick-carl-frieseke,1920,49.0825,0.1317
arthur-dove,1920,42.8826,-77.2816
david-bomberg,1920,51.507351,-0.127758
rudolf-bauer,1920,52.52,13.405
josef-capek,1920,50.0755,14.4378
john-marin,1920,44.5251,-67.5864
lyubov-popova,1920,55.7558,37.6173
vladimir-tatlin,1920,55.7558,37.6173
sophie-taeuber-arp,1920,47.3769,8.5417
julius-evola,1920,41.902783,12.496366
alexander-rodchenko,1920,55.7558,37.6173
janos-mattis-teutsch,1920,45.6576,25.6012
otto-freundlich,1920,52.52,13.405
joaquin-torres-garcia,1920,40.7128,-74.006
david-kakabadze,1920,48.8566,2.3522
willi-baumeister,1920,48.7758459,9.1829321
victor-servranckx,1920,50.9061,4.436
josef-albers,1920,50.9795,11.3235
albert-gleizes,1920,48.8566,2.3522
anni-albers,1920,52.52,13.405
bice-lazzari,1920,45.4408,12.3155
ben-nicholson,1920,51.5074,-0.1278
jean-fautrier,1920,48.8566,2.3522
marcelle-cahn,1920,48.8566,2.3522
michel-seuphor,1920,51.2143,4.43
victor-vasarely,1920,46.0727,18.2323
serge-charchoune,1920,41.3851,2.1734
lois-mailou-jones,1920,42.3601,-71.0589
john-ferren,1920,37.7749,-122.4194
pierre-daura,1920,48.8566,2.3522
wladyslaw-strzeminski,1920,53.9006,27.559
jean-helion,1920,48.6,-0.2
louis-schanker,1920,40.8448,-73.8648
david-smith,1920,40.8298,-84.9297
winifred-nicholson,1920,46.0042,8.9587
lee-krasner,1920,40.6782,-73.9442
ad-reinhardt,1920,42.95,-78.9
richard-mortensen,1920,55.6761,12.5683
clyfford-still,1920,46.4697,-98.0419
perle-fine,1920,42.3601,-71.0589
theodore-roszak,1920,52.4064,16.9252
tihamer-gyarmathy,1920,46.0727,18.2323
else-alfelt,1920,55.6761,12.5683
john-mclaughlin,1920,42.1237,-71.1851
alice-rahon,1920,47.249,5.772
victor-pasmore,1920,51.3175,-0.05
hans-richter,1920,47.3769,8.5417
lajos-kassak,1920,48.2082,16.3738
princess-fahrelnissa-zeid,1920,41.0082,28.9784
milton-avery,1920,40.7128,-74.006
mordecai-ardon,1920,49.955,21.112
toshi-yoshida,1920,35.689487,139.691711
roman-selsky,1920,49.8397,24.0297
hale-woodruff,1920,37.005833,-89.176667
jose-de-almada-negreiros,1920,38.7223,-9.1393
margit-selska,1920,49.8397,24.0297
yiannis-moralis,1920,39.1586,20.9724
george-saru,1920,44.4268,26.1025
sonia-delaunay,1920,38.7223,-9.1393
ossip-zadkine,1920,48.8566,2.3522
emilio-pettoruti,1920,43.7696,11.2558
bruno-cassinari,1920,45.0521,9.6933
vera-nedkova,1920,42.0029,21.4524
javad-hamidi,1920,34.7992,48.5146
reuben-nakian,1920,40.7895,-73.8296
oda-krohg,1920,59.9139,10.7522
ernst-ludwig-kirchner,1920,46.7958,9.842
henry-darger,1920,41.8781,-87.6298
alexandre-jacovleff,1920,48.8566,2.3522
otto-gustav-carlsund,1920,59.3293,18.0686
amedee-ozenfant,1920,48.8566,2.3522
gustave-buchet,1920,48.8566,2.3522
ralston-crawford,1920,42.8864,-78.8784
antonio-mancini,1920,41.9028,12.4964
jose-pedro-costigliolo,1920,-34.9011,-56.1645
francois-barraud,1920,47.1048,6.8297
otto-dix,1920,51.0504,13.7373
jean-dupas,1920,44.8378,-0.5792
bernardo-marques,1920,37.1896,-8.4411
archibald-motley,1920,41.878113,-87.629799
eric-gill,1920,50.878,-0.02
francois-pompon,1920,48.8566,2.3522
cassandre,1920,48.8566,2.3522
aleksandra-ekster,1920,50.4501,30.5234
john-vassos,1920,42.3601,-71.0589
aaron-douglas,1920,39.055824,-95.689018
petre-otskheli,1920,42.2669,42.7181
clarice-cliff,1920,53.0109,-2.1474
tove-jansson,1920,60.1699,24.9384
ivan-mestrovic,1920,45.2,18.0
john-austen,1920,51.5074,-0.1278
erte,1920,48.856614,2.3522219
joseph-stella,1920,40.7128,-74.006
george-ault,1920,40.7128,-74.006
charles-demuth,1920,40.0379,-76.3055
agnes-lawrence-pelton,1920,40.733573,-74.002742
martyl-langsdorf,1920,38.627,-90.1994
charles-sheeler,1920,39.9526,-75.1652
henry-van-de-velde,1920,52.125,5.784
dr-atl,1920,19.4326,-99.1332
haddon-sundblom,1920,41.8781,-87.6298
grace-albee,1920,41.823989,-71.412834
alfred-heber-hutty,1920,32.77648,-79.93105
john-steuart-curry,1920,39.2156,-95.3043
leonid-muchnyk,1920,46.4825,30.7233
andrew-wyeth,1920,39.8845,-75.589
jean-paul-lemieux,1920,45.5017,-73.5673
eugene-lanceray,1920,41.7151,44.8271
sergiy-grigoriev,1920,47.8388,35.1396
sattar-bahlulzade,1920,40.3856,49.945
filipp-malyavin,1920,55.7558,37.6173
vasyl-kasiyan,1920,50.0755,14.4378
victor-puzyrkov,1920,48.464717,35.046183
alexander-khvostenko-khvostov,1920,49.9935,36.2304
louis-valtat,1920,48.8566,2.3522
werner-peiner,1920,51.2277,6.7735
john-duncan-fergusson,1920,51.5074,-0.1278
georges-rouault,1920,48.8566,2.3522
sallinen-tyko,1920,63.5496,29.086
maggie-laubser,1920,-33.455,18.726
max-weber,1920,40.7128,-74.006
emilio-grau-sala,1920,41.3851,2.1734
mommie-schwarz,1920,52.3702,4.8952
guan-zilan,1920,31.2304,121.4737
maurice-esteve,1920,46.64,2.65
frances-hodgkins,1920,48.8566,2.3522
charles-lapicque,1920,48.8566,2.3522
gregoire-boonzaier,1920,-33.9249,18.4241
carlos-nadal,1920,48.8566,2.3522
fikret-mualla-saygi,1920,40.99,29.0266
haroutiun-galentz,1920,36.2154,37.1593
carlos-quizpez-asin,1920,-12.046374,-77.042793
manuel-rodriguez-lozano,1920,40.4168,-3.7038
vela-zanetti,1920,41.9486,-3.4556
albert-huie,1920,18.507,-77.757
rufino-tamayo,1920,19.4326,-99.1332
jorge-gonzalez-camarena,1920,19.4326,-99.1332
jules-cheret,1920,48.8566,2.3522
theophile-steinlen,1920,48.8867,2.3431
maximilian-pirner,1920,50.0755,14.4378
frances-macdonald,1920,55.8642,-4.2518
charles-robinson,1920,51.5074,-0.1278
michel-simonidy,1920,48.8566,2.3522
leo-schnug,1920,48.573405,7.752111
albert-lynch,1920,48.8566,2.3522
thomas-theodor-heine,1920,51.3397,12.3731
charles-rennie-mackintosh,1920,52.372,-1.65
ramon-casas,1920,41.3851,2.1734
aladar-korosfoi-kriesch,1920,47.5964,19.3486
eero-jarnefelt,1920,60.1699,24.9384
sergey-solomko,1920,48.8566,2.3522
teodor-axentowicz,1920,50.0647,19.945
galileo-chini,1920,43.7696,11.2558
max-slevogt,1920,49.246,8.089
margaret-macdonald,1920,52.5239,-2.0876
alfred-roller,1920,48.2082,16.3738
leon-bakst,1920,48.8566,2.3522
ivan-bilibin,1920,31.2000924,29.9187391
frank-xavier-leyendecker,1920,40.9115,-73.7824
leonetto-cappiello,1920,48.8566,2.3522
john-french-sloan,1920,40.7128,-74.006
beatrix-potter,1920,54.355,-2.964
heorhiy-narbut,1920,50.4501,30.5234
frank-cadogan-cowper,1920,52.3,-1.0333
louis-wain,1920,51.533,-0.193
artus-scheiner,1920,50.0755,14.4378
azim-azimzade,1920,40.4681,49.9603
paul-emile-chabas,1920,48.856613,2.352222
arthur-rackham,1920,50.989,-0.394
bruno-munari,1920,45.0689,11.2961
vilhelms-purvitis,1920,56.9496,24.1052
elenore-abbott,1920,39.8998,-75.3723
germaine-richier,1920,43.5333,5.05
giacomo-manzu,1920,45.6983,9.6773
heinrich-kuhn,1920,51.050407,13.737262
adolph-de-meyer,1920,48.8638,2.287
alfred-stieglitz,1920,40.712776,-74.005974
clarence-white,1920,40.7128,-74.006
frank-eugene,1920,48.1351,11.582
gertrude-kasebier,1920,40.7128,-74.006
george-seeley,1920,42.3115,-73.3366
anne-brigman,1920,37.8044,-122.2712
alvin-langdon-coburn,1920,52.8559,-4.1096
kathe-kollwitz,1920,52.52,13.405
amedeo-modigliani,1920,48.8566,2.3522
jose-gutierrez-solana,1920,40.4168,-3.7038
otto-mueller,1920,51.1079,17.0385
helene-schjerfbeck,1920,60.6333,25.0025
marie-laurencin,1920,48.8566,2.3522
constant-permeke,1920,51.219448,4.402464
helen-dahm,1920,47.65,9.18
jules-pascin,1920,48.8566,2.3522
erich-heckel,1920,51.0967,13.0806
georg-tappert,1920,52.52,13.405
george-bouzianis,1920,52.52,13.405
emil-nolde,1920,54.895,8.92
karl-schmidt-rottluff,1920,52.52,13.405
robert-falk,1920,55.7558,37.6173
walter-gramatte,1920,52.52,13.405
christian-rohlfs,1920,51.367,7.467
max-oppenheimer,1920,48.2082,16.3738
edwin-dickinson,1920,42.915,-76.797
jean-cocteau,1920,48.8566,2.3522
jacob-epstein,1920,51.4978,-0.1757
boris-grigoriev,1920,48.8566,2.3522
nikolaos-lytras,1920,37.9838,23.7275
frederick-varley,1920,43.6532,-79.3832
heinrich-campendonk,1920,51.3383,6.5859
thalia-flora-karavia,1920,31.2001,29.9187
jeanne-hebuterne,1920,48.8566,2.3522
bruno-schulz,1920,49.3493,23.5158
chaim-soutine,1920,42.4897,2.676
max-gubler,1920,52.52,13.405
jean-dubuffet,1920,48.8566,2.3522
arthur-lismer,1920,43.653225,-79.383186
johannes-sveinsson-kjarval,1920,64.9631,-19.0208
mily-possoz,1920,38.7129,-9.1602
laszlo-moholy-nagy,1920,52.52,13.405
kurt-schwitters,1920,52.3759,9.732
ottone-rosai,1920,43.7696,11.2558
george-luks,1920,40.7128,-74.006
sirak-skitnik,1920,42.6977,23.3219
istvan-farkas,1920,48.856613,2.352222
alexis-gritchenko,1920,0.0,0.0
vasyl-sedlyar,1920,49.9833,33.5833
vilmos-aba-novak,1920,47.497912,19.040235
irma-stern,1920,-27.2333,25.9833
mira-schendel,1920,47.3769,8.5417
cassius-marcellus-coolidge,1920,44.7001,-75.384
harrison-fisher,1920,40.6782,-73.9442
alberto-vargas,1920,40.712776,-74.005974
arno-breker,1920,51.2636,7.1726
vladimir-tretchikoff,1920,45.8038,126.53497
konrad-zuse,1920,54.3794,19.8192
john-kacere,1920,41.5868,-93.625
richard-lindner,1920,49.4521,11.0767
harald-sohlberg,1920,0.0,0.0
graham-bell,1920,-29.8587,31.0218
richard-eurich,1920,53.795,-1.7594
stanley-spencer,1920,51.571,-0.711
basuki-abdullah,1920,-7.5656,110.8317
ethel-leontine-gabain,1920,51.397,0.2
giorgio-cavallon,1920,40.7128,-74.006
willem-de-kooning,1920,51.9225,4.47917
morris-graves,1920,47.81,-122.3775
anne-ryan,1920,40.743,-74.0324
louise-nevelson,1920,40.7128,-74.006
robert-motherwell,1920,46.9754,-123.8154
barnett-newman,1920,40.7128,-74.006
mark-tobey,1920,43.9042,-87.9083
noguchi-isamu,1920,41.649519,-86.7127
aaron-siskind,1920,40.7128,-74.006
kenzo-okada,1920,35.4437,139.638
myron-stout,1920,33.2148,-97.1331
edward-corbett,1920,41.8781,-87.6298
bradley-walker-tomlin,1920,43.0481,-76.1474
james-brooks,1920,38.627,-90.1994
morris-louis,1920,39.2904,-76.6122
jack-tworkov,1920,40.7128,-74.006
norman-lewis,1920,40.81155,-73.946477
carmen-herrera,1920,23.1136,-82.3666
gene-davis,1920,38.9072,-77.0369
william-congdon,1920,41.823989,-71.412834
maria-blanchard,1920,48.8566,2.3522
konstantin-somov,1920,59.9342802,30.3350986
raimundo-de-madrazo,1920,48.8049,2.1204
olusola-david-ayibiowu,1920,6.166667,6.783333
chaim-goldberg,1920,51.3497,21.952
yiannis-tsaroychis,1920,37.942,23.6466
nicholas-roerich,1920,40.712776,-74.005974
magnus-enckell,1920,60.2055,24.6559
louis-comfort-tiffany,1920,40.8756,-73.4885
kmetty-janos,1920,47.4979,19.0402
fujishima-takeji,1920,35.6895,139.6917
joseph-binder,1920,48.2081743,16.3738189
eugene-de-blaas,1920,41.7333,12.6333
leon-bonnat,1920,48.8566,2.3522
jean-paul-laurens,1920,48.8566,2.3522
briton-riviere,1920,51.5074,-0.1278
xavier-mellery,1920,50.888,4.329
jean-lecomte-du-nouy,1920,48.8566,2.3522
lionel-noel-royer,1920,47.6956,0.4514
paul-albert-besnard,1920,48.8566,2.3522
noe-bordignon,1920,45.4408,12.3155
luke-fildes,1920,51.5046,-0.2031
jean-beraud,1920,59.9342802,30.3350986
george-demetrescu-mirea,1920,44.4268,26.1025
joseph-noel-sylvestre,1920,48.8566,2.3522
georg-pauli,1920,59.31,18.2
rodolfo-amoedo,1920,-22.9068,-43.1729
paul-leroy,1920,48.8566,2.3522
emil-carlsen,1920,41.9756,-73.3867
henri-paul-motte,1920,48.8566,2.3522
anders-zorn,1920,61.0,14.5167
gustave-claude-etienne-courtois,1920,48.887,2.269
solomon-joseph-solomon,1920,51.5074,-0.1278
nasreddine-dinet,1920,35.3333,4.3167
konstantin-bogaevsky,1920,45.0319,35.3819
ludwig-manzel,1920,52.52,13.405
herbert-james-draper,1920,51.5074,-0.1278
jean-andre-rixens,1920,48.8566,2.3522
leo-steel,1920,51.1359,3.6771
lovis-corinth,1920,47.5906,11.423
lili-elbe,1920,48.8566,2.3522
achille-beltrame,1920,45.4642,9.19
jan-sluyters,1920,51.6978,5.3037
ludovic-alleaume,1920,48.0693,-0.7706
guillaume-seignac,1920,48.8566,2.3522
wilhelm-kotarbinski,1920,50.4501,30.5234
nikola-martinoski,1920,41.38,21.3333
adolf-hiremy-hirschl,1920,41.9028,12.4964
beauford-delaney,1920,35.9606,-83.9207
charles-amable-lenoir,1920,46.01,-1.156
albert-aublet,1920,48.8566,2.3522
pablo-picasso,1920,48.8566,2.3522
mohammad-hadi-tajvidi,1920,35.6892,51.389
ettore-tito,1920,45.4408,12.3155
wojciech-weiss,1920,48.2915,25.9403
richard-pousette-dart,1920,41.0668,-73.7852
aldo-locatelli,1920,45.6983,9.6773
constantin-artachino,1920,44.4268,26.1025
armando-montaner-valdueza,1920,-33.4489,-70.6693
vasily-polenov,1920,54.6925,37.128056
ilya-repin,1920,60.046,29.764
rudolf-ernst,1920,48.7953,2.3083
james-ensor,1920,51.23,2.92
emile-friant,1920,48.6921,6.1844
jean-leon-gerome-ferris,1920,39.9526,-75.1652
georges-rochegrosse,1920,36.75,2.99
maurice-bompard,1920,48.8566,2.3522
kimon-loghi,1920,44.4268,26.1025
grant-wood,1920,41.978,-91.666
kees-van-dongen,1920,48.8566,2.3522
henri-matisse,1920,43.718,7.265
samuel-mutzner,1920,44.4268,26.1025
gosta-adrian-nilsson,1920,48.8566,2.3522
anita-malfatti,1920,-23.55052,-46.633308
gerda-wegener,1920,48.8566,2.3522
francisc-sirato,1920,44.4268,26.1025
nicolae-tonitza,1920,46.2333,27.6667
martin-benka,1920,50.0755,14.4378
elizabeth-thompson,1920,52.398,-8.114
iosif-iser,1920,44.4268,26.1025
theodor-pallady,1920,48.8566,2.3522
marcel-janco,1920,48.8566,2.3522
charles-spencelayh,1920,51.39,0.502
emile-claus,1920,50.9856,3.4875
william-sidney-cooper,1920,51.37,1.127
claude-monet,1920,49.0759,1.5336
vladimir-makovsky,1920,55.7558,37.6173
giovanni-boldini,1920,48.8566,2.3522
daniel-ridgway-knight,1920,48.9333,2.0486
henry-moore,1920,53.7247,-1.3611
viktor-vasnetsov,1920,55.7558,37.6173
abbott-handerson-thayer,1920,42.9448,-72.0077
eduard-von-gebhardt,1920,51.2277,6.7735
charles-hermans,1920,50.8503,4.3517
joseph-farquharson,1920,57.05,-2.593
mary-cassatt,1920,48.8816,2.3446
antonio-jacobsen,1920,40.7695,-74.0178
efim-volkov,1920,60.0,90.0
constantin-stahi,1920,47.1585,27.6014
alexei-harlamoff,1920,48.8566,2.3522
john-singer-sargent,1920,51.4875,-0.1657
david-bates,1920,52.2053,0.1218
robert-henri,1920,40.7128,-74.006
eugene-burnand,1920,48.8566,2.3522
george-bellows,1920,42.040826,-74.127221
stuart-davis,1920,40.7128,-74.006
edward-hopper,1920,40.7306,-73.997
alexander-calder,1920,40.7282,-74.0776
